Class,URL
"['church, church building']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89210_submitter_file3__101C7EE48DD9415FAC982DEC051B60D8.jpeg
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89210_submitter_file4__031566BE5DAA4DF3AD142ADD0507BD8B.jpeg
['envelope'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89208_submitter_file1__IMG1149.JPG
['envelope'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89206_submitter_file1__IMG1149.JPG
['carton'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89150_submitter_file2__1210171757d.jpg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89142_submitter_file1__3343B3B497B642F1868872CD2E7A0646.png
['space shuttle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89142_submitter_file2__129DFECE89114DDE813B6F8E89CDDF15.png
['space shuttle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89142_submitter_file3__5554B638B0B943F494E701BDDB921F70.png
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89142_submitter_file4__10C55FC1A2B34B6BB5AC5EF721364B80.png
['maypole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89140_submitter_file1__BBEC7A5E471A43CC9D0421379B3AB91F.jpeg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89139_submitter_file1__FBIMG1502050955572.jpg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89139_submitter_file2__FBIMG1502050968167.jpg
['space shuttle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89138_submitter_file1__20170210153531.jpg
"['bobsled, bobsleigh, bob']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89138_submitter_file2__20161228154505.jpg
"['bobsled, bobsleigh, bob']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89138_submitter_file3__20161228154512.jpg
['jellyfish'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89127_submitter_file1__DSC1389.JPG
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89127_submitter_file2__DSC1421.JPG
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89127_submitter_file3__DSC1424.JPG
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89127_submitter_file4__DSC1334.JPG
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89127_submitter_file5__DSC1429.JPG
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89100_submitter_file1__1UFOgreenLights1.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89100_submitter_file2__2UFOgreenLights2.jpg
"['brass, memorial tablet, plaque']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89096_submitter_file1__UFOCHancellorsville2ndphoto.jpg
['street sign'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89096_submitter_file2__UFOCHANCELLORSVILLElongshotphoto0001.jpg
"['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89073_submitter_file1__5F98B7D2F7A243C1AE5AA1251BECF837.jpeg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89073_submitter_file2__92B2134140984B629BC4C3655B7C6074.jpeg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89072_submitter_file1__201707231823201.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89072_submitter_file2__201707231823211.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89065_submitter_file1__IMG2211.JPG
['suspension bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89062_submitter_file1__UFOSighting.jpg
['suspension bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89062_submitter_file2__UFOSighting.jpg
['velvet'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89051_submitter_file1__3.JPG
"[""plunger, plumber's helper""]",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89051_submitter_file2__300dpi3.JPG
"['bell cote, bell cot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89046_submitter_file1__IMG2204.jpg
['hay'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89042_submitter_file1__DSC0159.JPG
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89024_submitter_file1__IMG14351513993110454.jpg
['minivan'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89024_submitter_file2__20171222174018.jpg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/89024_submitter_file3__20171222173748.jpg
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88996_submitter_file1__20171206190941.jpg
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88994_submitter_file1__IMAG1376Worm1.jpg
['soccer ball'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88994_submitter_file2__IMAG13772.jpg
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88994_submitter_file3__IMAG13773.jpg
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88994_submitter_file4__IMAG13774.jpg
"['warplane, military plane']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88994_submitter_file5__IMAG13775.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88970_submitter_file1__20171220200830.jpg
"['flagpole, flagstaff']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88970_submitter_file2__20171220200959.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88970_submitter_file3__Screenshot20171220031635.png
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88970_submitter_file4__Screenshot20171220031602.png
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88970_submitter_file5__20171220223407.jpg
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88966_submitter_file1__20171220154701.jpg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88966_submitter_file2__Screenshot20171220181931.jpg
['consomme'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88966_submitter_file3__SmartSelectImage20171220222548.png
['minivan'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88951_submitter_file1__927D57DB203E4E15B5C5EECF694599C8.jpeg
"['hammerhead, hammerhead shark']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88951_submitter_file2__FA1C9B6D92A64B0CB8E09E26C7E7990B.jpeg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88882_submitter_file1__20171017062830.jpg
"['mouse, computer mouse']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88882_submitter_file2__ufo2InPixio.jpg
"['fire engine, fire truck']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88876_submitter_file2__neighborsphoto.jpg
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88855_submitter_file1__2539573017351540298629106974195567840096816n.jpg
"['grand piano, grand']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88855_submitter_file2__2544313017351539898629147183977689157930188n.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88855_submitter_file3__2535408917351539398629197253589745418289771n.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88855_submitter_file4__2550809017351538998629232786727605284802909n.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88848_submitter_file2__IMG20171213002356ufo4Zoomx4.png
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88848_submitter_file4__IMG20171213021735ufo10Zoom.png
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88848_submitter_file5__IMG20171213001541ufo1.png
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88832_submitter_file1__20171216202119.jpeg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88816_submitter_file1__A12D1C25482D4E2BB9B6FB46B4B25A87.jpeg
"['cliff, drop, drop-off']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88816_submitter_file2__C62F5A4FF5D6491681211B869A5BC3C5.jpeg
"['mobile home, manufactured home']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88810_submitter_file1__1002139.JPG
"['mobile home, manufactured home']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88810_submitter_file2__1002140.JPG
['car mirror'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88810_submitter_file3__1002153.JPG
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88800_submitter_file1__FBIMG1513390167001.jpg
"['sandbar, sand bar']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88780_submitter_file2__25400942101549570054969651551453402o.jpg
"['drilling platform, offshore rig']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88780_submitter_file3__2543423210154957005481965174773412o.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88731_submitter_file1__lights.jpg
"['breastplate, aegis, egis']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88710_submitter_file1__Mazaredo1.PNG
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88710_submitter_file2__Mazaredo2.PNG
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88710_submitter_file3__Mazaredo3.PNG
"['jeep, landrover']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88710_submitter_file4__Mazaredo4.png
"['church, church building']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88699_submitter_file1__DSC1027.JPG
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88699_submitter_file2__DSC1028.JPG
"['church, church building']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88699_submitter_file3__DSC1029.JPG
['missile'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88689_submitter_file1__20170609200141.jpg
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88689_submitter_file2__20170609200117.jpg
['freight car'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88689_submitter_file3__20170609200132.jpg
['fireboat'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88682_submitter_file3__20171210115333.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88682_submitter_file4__Screenshot20171210122813.png
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88682_submitter_file5__Screenshot20171210143111.png
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88668_submitter_file1__ufogroup.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88668_submitter_file2__ufospread.jpg
['suspension bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88660_submitter_file1__IMG9639.jpg
['hay'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88624_submitter_file1__IMG8851.jpg
['hay'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88624_submitter_file2__IMG8852.jpg
['rapeseed'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88624_submitter_file3__IMG8853.jpg
"['limousine, limo']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88620_submitter_file1__017.JPG
"['mobile home, manufactured home']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88620_submitter_file2__016.JPG
"['limousine, limo']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88620_submitter_file3__0172.JPG
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88607_submitter_file1__Screenshot20171208090806.jpg
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88607_submitter_file2__Screenshot20171208090921.jpg
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88607_submitter_file3__Screenshot20171208091038.jpg
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88607_submitter_file4__Screenshot20171208091120.jpg
['envelope'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88607_submitter_file5__20171208091221.jpg
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88603_submitter_file1__Screenshot20171207204109.jpg
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88603_submitter_file2__Screenshot20171207204213.jpg
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88603_submitter_file3__Screenshot20171207204302.jpg
['analog clock'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88603_submitter_file4__Screenshot20171207204325.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88603_submitter_file5__Screenshot20171207204553.jpg
['torch'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88597_submitter_file1__IMG20171207073915.jpg
['torch'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88597_submitter_file2__IMG20171207073910.jpg
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88597_submitter_file3__IMG20171207073643.jpg
['sliding door'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88597_submitter_file4__IMG20171207073634.jpg
['sliding door'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88597_submitter_file5__IMG20171207073616.jpg
['yurt'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88585_submitter_file1__DSC3350.JPG
['yurt'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88585_submitter_file2__DSC3351.JPG
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88585_submitter_file3__20171206124650.JPG
['velvet'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88585_submitter_file4__20171206131419.JPG
"['pedestal, plinth, footstall']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88554_submitter_file1__Screenshot20170906170748.png
['vulture'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88554_submitter_file2__Screenshot20170906170844.png
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88550_submitter_file1__20171203232801.jpg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88550_submitter_file2__20171204000141.jpg
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88542_submitter_file1__1stShot.jpg
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88542_submitter_file2__2ndShot.jpg
"['seashore, coast, seacoast, sea-coast']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88542_submitter_file3__3rdShot.jpg
"['seashore, coast, seacoast, sea-coast']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88542_submitter_file4__1stShotEnhanced.jpg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88541_submitter_file1__20171202210829.jpg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88541_submitter_file2__20171202210833.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88535_submitter_file1__UFO0.jpg
['torch'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88535_submitter_file2__UFO1copy.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88535_submitter_file3__UFO01.jpg
"['flagpole, flagstaff']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88535_submitter_file4__UFO02.jpg
"['lampshade, lamp shade']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88531_submitter_file1__20171130204526.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88518_submitter_file1__IMG20171201094421.jpg
['volleyball'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88518_submitter_file2__IMG20171201092647.jpg
['missile'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88518_submitter_file3__IMG20171201092644.jpg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88518_submitter_file4__IMG20171201092548.jpg
"['bell cote, bell cot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88491_submitter_file2__MadridPhoto1JPG.JPG
"['bell cote, bell cot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88491_submitter_file3__MadridPhoto2.JPG
"['bell cote, bell cot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88491_submitter_file4__MadridPhoto3.JPG
"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88482_submitter_file1__IMG1178.jpg
"['seashore, coast, seacoast, sea-coast']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88482_submitter_file2__IMG1177.jpg
['car mirror'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88482_submitter_file3__IMG1176.jpg
['rapeseed'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88479_submitter_file1__6.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88479_submitter_file2__7.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88479_submitter_file3__8.jpg
['car mirror'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88479_submitter_file4__9.JPG
"['cinema, movie theater, movie theatre, movie house, picture palace']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88463_submitter_file1__UFO.jpg
['hay'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88448_submitter_file1__unnamed5.jpg
['wing'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88448_submitter_file2__unnamed11.jpg
['wing'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88448_submitter_file3__unnamed12.jpg
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88448_submitter_file4__unnamed8.jpg
['hay'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88447_submitter_file1__unnamed5.jpg
