id,location,lat,lon,date,text,named_entities
DEFE-24-1923_154,,,,,"4|-
 
 
L. To whom repovted (Police,
military, press etc)
 
CM \•Ââa.
N09:
 
M. Name & Address of Informant
E
 
>-_
 
N. Background of Informant that
may be volunteered
\mW•ÂÅM L GJWMW/
 
No
 
 
 
O. Other Witnesses
P. Date, Time of Receipt ‰Û÷g @OYSD
0. Any pngsual Meteorological PJQ
Condltlons /
R. Remarks
 
 
 
Copies to:
Sec(AS)2
AEW/GE
DI 55
File AF Ops/2/5/1
 
Squadron ea er
Duty Operations Officer
AF Ops
 
4|-","[(u'NUMBER', u'4'), (u'NUMBER', u'\\'), (u'NUMBER', u'0'), (u'ORGANIZATION', u'Meteorological PJQ Condltlons / R. Remarks Copies'), (u'DURATION', u'Sec'), (u'STATE_OR_PROVINCE', u'AS'), (u'NUMBER', u'2'), (u'NUMBER', u'55'), (u'NUMBER', u'1 Squadron'), (u'NUMBER', u'4')]"
DEFE-24-1923_140,,,,,"ng'
I
U:
9...
h... n
 
 
 
 
. _. wwmm . ..
åÇomemdhma wå¨\\m\w Nw 9:39 åÇrpm
~
•ÂÅwawm we 69 •ÂÅwmpv.
 
...m.a
aim. 1.\;9.9..:
.53.. erVa
 
41H: 3.).
 
 
. 9...}.
‰ÛÏ(FLU \ .49..
. 9 ,J .\. åÇJ ..
v.5•ÂÅ Cir
19åÈ. .
~
 
.r. 9.399 . .862 3. msg w•Ââwhm. Q•ÂÅ
uowoswm $1.4m fm•ÂÅ•Ââ? Pans 990. gm? P909931‰ÛÏ 55.me 07.5w 594.3
wwwmwgmmm (muw .xKXX
mega 4.2:! x K VåÇ.v\ x
q: ... -
?ub•ÂÅmnl‰Û÷r (Jr VNX/v‰Û÷ z uh g
@5999. .9 99mm 22 ,9... nummm mm åÇ9.699;.
mmeHm•ÂÅwwom•Ââ . 9.99.9. .3.on w•ÂÅrng)
Ibmmrmmnd 9999: @0059 .
W um 9.9.9.9
 
 
w•ÂÅzgrgw
 
9 5.9 .2 - 3 Ha a 994. mu 3 .- .n . 92 .. .
v_Ln ..<MH.O.2 t‰Ûù •ÂÅwgutu~ rub. Ck w :54 ‰ÛÏQCWF'WE W am‰ÛÓXmuawwmwu E&•ÂÅgs
 
Q Hanmau .2 5mm um Beam sm.m..m...mr $998.9 9. wmqu mm 33.939 5mm•ÂÅdm v mgm•ÂÅc•Ââv
w?m 0:; mH9LHH mmmwwamwmn wuwmzwm måÇ.o swamwwmvwmv 1v
me•ÂÅyzmw ‰ÛÏwmw wwwmgm 9,..0 m, 53$.åÈ Hgg•ÂÅu•ÂÅ ‰Ûù9r...‰Ûù wcmmwwwwv
 
N
•ÂÅx•ÂÅÌ©•ÂÅ . 9
M929. åÇ.55
H930
 
$ng
E: 09 ‰ÛùSE? camm•ÂÅ cwmmm•ÂÅ•ÂÅom
 
Z ‰Ûù0914.. mama;
$3.99; 5930993,åÈ. •Ââag 0: . 1356!...iiktiv
9&9vi Ormbm \..
Ewwww... DwarCmez .hrimhmw H. 0.
 
HO 999.503 mmmmv•ÂÅm•ÂÅuwatu.
EEL..å_HH 0am. 9.,wmmwwo-.. CFW Qmunu , \\
E13..- 99 Hr.åÈ 93: .. åÇN.?•ÂÅh Gezo•ÂÅkxaix•ÂÅ•Ââs
 
 
 
 
 
....-
35.9% WED MWUUHmmm ow Um Homvmww
 
99,...9999H mungA LCJJ‰Û÷ Ow Ham. •ÂÅmwomw 23 . WP qt
... r99? 9..
991..
39% ... 33.3- m . .f
...9HH 98 U 999:; 993.. Mmmmmnmwuw. 0H :mwom•Ââ
s ..\ \\ . \ 9: mem . _
Um•ÂÅ 3:93 (.LQV /. . w
ng'
I","[(u'NUMBER', u'9'), (u'NUMBER', u'\\'), (u'TIME', u'9:39'), (u'NUMBER', u'69'), (u'NUMBER', u'1'), (u'NUMBER', u'9.9'), (u'NUMBER', u'.53'), (u'NUMBER', u'3'), (u'NUMBER', u'9'), (u'CAUSE_OF_DEATH', u'FLU \\ .49'), (u'NUMBER', u'9'), (u'DATE', u'Cir 19'), (u'NUMBER', u'9.399'), (u'NUMBER', u'.862 3'), (u'MONEY', u'$ 1.4'), (u'MISC', u'Pans 990'), (u'NUMBER', u'55'), (u'NUMBER', u'07.5'), (u'NUMBER', u'594.3 wwwmwgmmm'), (u'NUMBER', u'4.2'), (u'NUMBER', u'\\'), (u'NUMBER', u'q'), (u'NUMBER', u'5999'), (u'NUMBER', u'.9 99'), (u'NUMBER', u'22 ,9'), (u'NUMBER', u'9.699'), (u'NUMBER', u'9.99.9'), (u'NUMBER', u'.3'), (u'NUMBER', u'9999'), (u'DATE', u'0059'), (u'NUMBER', u'9.9.9.9'), (u'NUMBER', u'9 5.9 .2'), (u'DATE', u'3'), (u'NUMBER', u'994'), (u'NUMBER', u'3'), (u'NUMBER', u'92'), (u'NUMBER', u'MH.O .2'), (u'NUMBER', u'54'), (u'NUMBER', u'.2 5'), (u'MONEY', u'$ 998.9 9'), (u'NUMBER', u'33.939'), (u'NUMBER', u'0'), (u'URL', u'wwwmgm 9'), (u'NUMBER', u'.0'), (u'MONEY', u'53 $'), (u'NUMBER', u'9'), (u'NUMBER', u'.55'), (u'MONEY', u'$ ng'), (u'NUMBER', u'09'), (u'DATE', u'0914'), (u'MONEY', u'$ 3.99'), (u'NUMBER', u'5930993'), (u'NUMBER', u'0'), (u'DATE', u'1356'), (u'NUMBER', u'9'), (u'NUMBER', u'9vi'), (u'NUMBER', u'0'), (u'PERSON', u'HO 999.503'), (u'TIME', u'0 am .'), (u'NUMBER', u'9'), (u'NUMBER', u'\\ \\'), (u'DATE', u'99 Hr'), (u'NUMBER', u'93'), (u'PERCENT', u'35.9 % WED'), (u'NUMBER', u'99'), (u'NUMBER', u'9999H'), (u'NUMBER', u'23'), (u'NUMBER', u'9'), (u'NUMBER', u'991'), (u'PERCENT', u'39 %'), (u'NUMBER', u'33.3'), (u'NUMBER', u'98'), (u'NUMBER', u'999'), (u'NUMBER', u'993'), (u'NUMBER', u'\\'), (u'NUMBER', u'9'), (u'NUMBER', u'3:93')]"
DEFE-24-1923_7,,,,,"1. .Y•ÂÅh•Ââ v... \
 
0.x. R. 1:54.; a T x;
uh 60%: r n,
2.. x ‰Û÷ 6);?
1V Ram A . r. it.
 
A I v a . _ r. en. 2x. :1}: \
 
3n
 
 
 
7123.) r rail,‰ÛÏ
.:.
 
 
 
 
 
i. f: ,{r pi‰ÛÏ mi‰Ûù
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
r... A .,.. ..
 
_. .•ÂÅ
 
1","[(u'NUMBER', u'1'), (u'TIME', u'1:54'), (u'PERCENT', u'60 %'), (u'NUMBER', u'2'), (u'NUMBER', u'6'), (u'NUMBER', u'1'), (u'NUMBER', u'\\'), (u'DATE', u'7123'), (u'NUMBER', u'1')]"
DEFE-24-1923_55,,,,,?5,"[(u'NUMBER', u'5')]"
DEFE-24-1923_41,,,,,Too short,[]
DEFE-24-1923_197,"KSL Accountants & Business Advisors, Spur Road, Wymering, Cosham, Portsmouth, South East, England, PO6 3DY, UK",50.8467436,-1.0679459,MAY,"K9 NEARBY OBJECTS ‰Ûª
(Telephone llnes, high voltage
lines, reservoir, lake or dam,
swamp or marsh, river, high'
buildings, tall chimneys, steeples,
Spires, TV'or radio masts,
airfielda, generating plant, ,
factories, pits or other sites with
""flood lights or night lighting)
l
N (J‰Û÷r‰Û÷
KSL.‰Û÷
 
T0 WHOM REPWTED
(Police, military, press etc.)
 
SAME AND ADDRESS OF INFORMANT
 
 
3 14:26: _ .
31'): :h (.3 PE
L cc; \u w O <>‰ÛÏ""\
 
BACKGROUND OF INFORNANT THAT MAY B?
55: -
UNTEERED M&m
$43 CF I.
M \J' \ E&‰Û÷wxov U""? 0‰Û÷3‰Û÷93
å´.v~_.f
r‰Û÷-. ‰Ûª w ‰ÛÏ:-
HCRZTG.}-;w*eÌ©t LA‰ÛÓ‰Û÷OUJ (‰Ûª5 47"""" ‰ÛÏ
ovx•Ââ Q&S‰Û÷CJ‰Û÷CLAX or (m?-
J‰Û÷tji-
 
01mm wmmgggg
 
 
 
 
 
 
 
 
 
 
 
 
:9; DATE mm mm OF RECEIPT , . . . åÇ4‰Û÷ ,, a
. g2; ;2 40 3‰Ûª6}; {m V
' Q. m UNUSUAL METEOROLOGICAL .
CONDITIONS . N mg
H; mm åÈ 1-. x ,. Lg,‰Ûù v ; ,,
‰Ûù‰Û÷ Ì©•ÂÅå_å_gmv.;3&cuxgxza a•ÂÅka‰Û÷:j:nwgng:3
Maj} m: Var Inca? ‰Û÷er
CIA 0-3.; -50ng-
‰Û÷ m ,7 m
Date )4‰Ûù ' ‰Û÷V *3 å_ . Sqn Eds? EGO M?‰ÛÏ 0135 12.12.15 ‰ÛÏ10535le
_ Section 40 Section 40 5‰Ûª1? 34‰Û÷ Section 40
Copies t0: 123 Isa Ops (63);? (mm) m; 5 (BA?) File
' Rm Rm - Rm '
Rain Bldg main Bldg •Ââeterole","[(u'TITLE', u'river'), (u'CAUSE_OF_DEATH', u'flood'), (u'TIME', u'night'), (u'ORGANIZATION', u'KSL'), (u'NUMBER', u'3 14:26'), (u'NUMBER', u'_'), (u'NUMBER', u'31'), (u'NUMBER', u'.3 PE'), (u'NUMBER', u'\\'), (u'NUMBER', u'\\'), (u'DATE', u'MAY'), (u'NUMBER', u'55'), (u'MONEY', u'$ 43'), (u'NUMBER', u'\\'), (u'NUMBER', u'\\'), (u'NUMBER', u'0'), (u'NUMBER', u'3'), (u'MONEY', u'93 \xa5'), (u'PERSON', u'HCRZTG'), (u'CITY', u'LA'), (u'NUMBER', u'5 47'), (u'DATE', u'01'), (u'NUMBER', u'9'), (u'NUMBER', u'4'), (u'NUMBER', u'2 40 3'), (u'NUMBER', u'6'), (u'NUMBER', u'1'), (u'NUMBER', u""''`""), (u'NUMBER', u'\xa7'), (u'NUMBER', u'3'), (u'NUMBER', u'3 Maj'), (u'ORGANIZATION', u'CIA 0-3.'), (u'NUMBER', u'-50'), (u'NUMBER', u',7'), (u'NUMBER', u'4'), (u'NUMBER', u'3'), (u'DATE', u'0135 12.12.15'), (u'NUMBER', u'40'), (u'NUMBER', u'40 5'), (u'NUMBER', u'1'), (u'NUMBER', u'34'), (u'NUMBER', u'40'), (u'NUMBER', u'123'), (u'NUMBER', u'63'), (u'NUMBER', u'5')]"
DEFE-24-1923_69,,,,,Too short,[]
DEFE-24-1923_183,,,,' 3,"1.2;åÈ z~
 
,4,
""0
. m, .
.2.a..‰ÛÓri.1.
.
1.
,-
T
- ‰Û÷1‰ÛÏ ""~31
l {2.}:4' u.)
2.‰Û÷
5.
e E 1)
REPORTS ACCEPTED IN TOTAL CONFIDENCE
 
 
33‰Û÷ ‰Û÷15‰ÛÏ:
‰Û÷ 113‰Û÷.
.‰Û÷t
h.
‰ÛÏ'3‰Û÷
{'4 1'32? :3. ‰Û÷1"" ‰Ûª3 (VA
L; ,,,... a uv,åÈ n;
 
 
0‰Û÷... .
4.‰ÛÏ 5.11?
å£
A.
V...
 
5
‰Û÷u'
'3,
n‰Û÷- JwJ
‰ÛÏ1.4
u
*1
.. .v
.
a""
åÇ1‰Û÷åÈ; 3L4
 
.x
.
.-
e
:3,
I
z
r, w‰Û÷ a
‰Û÷0. mi. ‰Û÷L
$.23
w‰Û÷
f
åÇ'w
xw- .r
.
 
#31‰ÛÏ
w.
..
p. M 1
‰Û÷4‰Ûª- mu;
4.5.åÈ. ~-
::.-r:-F""""å_ m
‰Û÷14: \Av .;. V
a
2.
,-v
""t
-g:
 
 
m
3‰ÛÏ
:‰Û÷Ir
1‰Ûª. em
-w•ÂÅ. .åÇL‰Û÷wx
.
 
 
A n 12.; ..,.u;.‰Û÷,~
A V 5""
i
33%;
313?;
16.
9%
iia•ÂÅ‰Û÷•ÂÅ‰Û÷:
9
 
Iv +
.t s?
a ..
3N4.
S
1'.
A 4.‰Û÷~/
J.
.3. V9 ,3
‰Û÷H
,,. ‰ÛÏ\qu .35.‰ÛÏ,
3.13?
 
 
; ~\:n-4~V(<\VA~ .m m
 
 
 
x'wmnwe
muxomw, N
 
 
(CHAIRMAN)
W
V
N
3
H
3..
S
l
3
H
0
JJ
0
‰ÛÏa
3
S
3
w
3
H
V
S
S
O
D
m
0
N
 
 
 
1.","[(u'NUMBER', u'1.2'), (u'NUMBER', u'0'), (u'NUMBER', u'.2'), (u'NUMBER', u'.1'), (u'NUMBER', u'1'), (u'NUMBER', u'1'), (u'NUMBER', u'31'), (u'NUMBER', u'2'), (u'NUMBER', u'4'), (u'NUMBER', u'2'), (u'NUMBER', u'5'), (u'NUMBER', u'1'), (u'NUMBER', u'33'), (u'NUMBER', u'15'), (u'NUMBER', u'113'), (u'NUMBER', u'3'), (u'NUMBER', u""4 1 ' 32""), (u'NUMBER', u'3'), (u'NUMBER', u'1'), (u'NUMBER', u'3'), (u'ORGANIZATION', u'VA L'), (u'NUMBER', u'0'), (u'NUMBER', u'4'), (u'NUMBER', u'5.11'), (u'NUMBER', u'5'), (u'DATE', u""' 3""), (u'NUMBER', u'1.4'), (u'NUMBER', u'1'), (u'NUMBER', u""1 `''""), (u'NUMBER', u'3L4'), (u'NUMBER', u'3'), (u'NUMBER', u'0'), (u'MONEY', u'$ .23'), (u'MONEY', u'# 31'), (u'NUMBER', u'1'), (u'NUMBER', u'4'), (u'NUMBER', u'4.5'), (u'NUMBER', u'14'), (u'NUMBER', u'\\'), (u'NUMBER', u'2'), (u'NUMBER', u'3'), (u'NUMBER', u'1'), (u'NUMBER', u'12'), (u'NUMBER', u'5'), (u'PERCENT', u'33 %'), (u'NUMBER', u'313'), (u'NUMBER', u'16'), (u'PERCENT', u'9 %'), (u'NUMBER', u'9'), (u'NUMBER', u'1'), (u'NUMBER', u'4'), (u'NUMBER', u'.3'), (u'NUMBER', u',3'), (u'NUMBER', u'.35'), (u'NUMBER', u'3.13'), (u'NUMBER', u'~ \\'), (u'NUMBER', u'n-4 ~'), (u'NUMBER', u'\\ VA'), (u'TITLE', u'CHAIRMAN'), (u'NUMBER', u'3'), (u'NUMBER', u'3'), (u'NUMBER', u'3'), (u'NUMBER', u'0 JJ 0'), (u'NUMBER', u'3'), (u'NUMBER', u'3'), (u'NUMBER', u'3'), (u'NUMBER', u'0'), (u'NUMBER', u'1')]"
DEFE-24-1923_45,,,,,Too short,[]
DEFE-24-1923_51,,,,,,[]
DEFE-24-1923_3,,,,,"izegmwsm HÌ©g •ÂÅmgÌ©ma mm
 
{‰ÛÏizirz Hazdmg åÈ ..‰Û÷
 
ndsz•ÂÅ: H923
UFOåÈ; ‰ÛÏ' EQWVGOB
åÈ '18t‰Ûª!å_.~.$‰Û÷,' Hf 'L'
 
 
A ho""
D69CMS>JN l
 
å_
E
3
i
1
H
.1
1
k
s
 
 
 
 
 
 
 
 
 
 
 
I
. ..\ .. ,n I: ~ ‰Ûª
x‰Ûªiszmh•ÂÅma gdKnu‰Û÷dll!‰Ûù 3.
a
I
i
 
 
 
fin. mtzwn,
 
 
4
3
r
L
 
 
 
 
 
 
PAR? 2‰Û÷ 560%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
iz","[(u'NUMBER', u'\xa7'), (u'NUMBER', u'3'), (u'NUMBER', u'1'), (u'NUMBER', u'.1 1'), (u'NUMBER', u'3'), (u'NUMBER', u'4 3'), (u'NUMBER', u'2'), (u'PERCENT', u'560 %')]"
DEFE-24-1923_187,,,,,"7:0 rt') Hr .35
 
I! (.13
‰Ûª5"" Y!
5,
‰ÛÏ:3
195:åÈ!
‰ÛÏLi G
(‰ÛÏa
‰Û÷f‰Û÷D
‰Û÷ •Ââ
xi
('
w;
J
 
 
 
 
:{0
 
 
 
 
 
 
 
 
k‰Ûù,
K
/
 
IIåÈ. ' ' ‰Ûª7 I ‰Û÷ , ""
•Ââ "",2 .r.- .,‰Û÷ ._ ‰Ûª ‰Ûª- s‰ÛÏ ,1; ,'/ {,3 un"" __ y, , , -
I Ulmu ~7 w: P ‰Û÷xl/""åÇ,/. -J ‰Ûª~ v ‰Ûª~1;.tåÈ~‰Û÷ x? ~‰ÛÓ~*r;2f#w1' M5}
1
.1?
\q‰Û÷
1' ')
(/\-(;d~:_
 
 
, ,
.diyx‰Û÷fw/m.
 
$
6
A
 
7:0 r","[(u'NUMBER', u'7:0'), (u'DURATION', u'Hr .35'), (u'NUMBER', u'.13'), (u'NUMBER', u'5'), (u'NUMBER', u'5'), (u'NUMBER', u'3 195'), (u'PERSON', u'Li G'), (u'NUMBER', u'0'), (u'NUMBER', u'II'), (u'NUMBER', u'7'), (u'NUMBER', u',3'), (u'NUMBER', u'7'), (u'NUMBER', u'1'), (u'NUMBER', u'~'), (u'NUMBER', u'1 .1'), (u'NUMBER', u'1'), (u'NUMBER', u'_'), (u'MONEY', u'$ 6'), (u'NUMBER', u'7:0')]"
DEFE-24-1923_79,,,,,"O-
41‰Û÷.‰Ûª
0
pop..-
Wwwvuw. n .1 ‰Û÷
•ÂÅm. .
‰Ûª-~‰ÛÓ.-‰ÛÓ. ‰ÛÓ......<...‰Û÷.,_
 
L. To whom reported (Police,
military, press etc)
 
M. Name & Address of Informant
 
 
N. Background of Informant that
I may be volunteered
 
 
 
 
20. Other Witnesses ,V,k
l
P. Date, Time of Receipt [IIQLJS•Ââ Acx; 35
Q. Any Unusual Meteorological
Conditions /V‰ÛªL
R. Remarks :EVGIVHJUAL HMO •ÂÅ•ÂÅ•ÂÅd
 
7/0 f10,) 37/ M/L‰Û÷LHILK Hu‰Û÷lm•Âât/
 
 
 
‰Û÷1/2‰Û÷] IN C. To (\CN (11% C 7
NORWJWOCJ MOST OF 7M5
D H y I ‰Û÷‰ÛÓ A .5‰Û÷ 5068135756 [3/
n a, D ,
K(ernaåÇ5mqu{ jOUCC,
SH•ÂÅ \way PudAkL QEFEQQHA
 
 
Date..\.'...‰ÛÏ.?å_.‰âÂå_.. ,
Copies to:
Sec(AS)2
AEW/GE
DI 55 ‰Û÷
File AI? Ops/2/5/1
 
Duty Operations Officer
AF Ops
O-
41","[(u'NUMBER', u'41'), (u'NUMBER', u'0'), (u'URL', u'Wwwvuw'), (u'NUMBER', u'.1'), (u'NUMBER', u'20'), (u'NUMBER', u'35'), (u'ORGANIZATION', u'EVGIVHJUAL'), (u'NUMBER', u'7/0'), (u'NUMBER', u'37'), (u'NUMBER', u'1/2'), (u'NUMBER', u'\\'), (u'PERCENT', u'11 %'), (u'NUMBER', u'7 NORWJWOCJ'), (u'NUMBER', u'.5'), (u'NUMBER', u'5068135756'), (u'NUMBER', u'3'), (u'NUMBER', u'\\'), (u'MONEY', u'$ \xa7'), (u'DURATION', u'Sec'), (u'STATE_OR_PROVINCE', u'AS'), (u'NUMBER', u'2'), (u'NUMBER', u'55'), (u'NUMBER', u'1'), (u'DATE', u'41')]"
DEFE-24-1923_193,"L, Pipers Row, Heath Town, Wolverhampton, West Midlands Combined Authority, West Midlands, England, WV1 3JY, UK",52.5852451,-2.1221216,,"1% k. w/ <55?
hr•ÂÅ""
REPORT OF AN UNDEN‰Û÷I‰Û÷IFED FLYING OBJECT
A. Date, time and duration of sighting. (Local times to be quoted).
Oå_2too 1‰Û÷; mn•ÂÅw å¡Ì©<å_ - 2.6: NL‰Û÷MQEQ
B. Descrigtion of object. (Number of objects, size, shape, colours, brightness,
sound, smell, etc).
g•ÂÅuxbmiv SEW‰ÛÏ- wbxen owwÌ©A 1+1ka Acxllal erzarz' Wincn gap,""
‰ÛÏhow‰Ûªsk lumocoiwv‰Û÷) 6‰ÛÏ‰Ûù?va {3 ECåÈ CLMu/{evr SuwM/MDLJ {Md cw- aura
H' ‰Ûùb\u sw- å¢(lbr ‰Û÷PVJOCA W .631‰ÛÏ! h L(Ah•Ââj•ÂÅk.
C. Exact position observer. (Geographical location. Indoors or outdoors.
Stationary or moving).
Lac- MLMAW, AL‰Û÷oM'IszE/M ((10:16 {3 å£14? C3830 >
D. How observed. (Naked eye, binoculars, other optical device, still or movie
C ame ra .
N G [\Ex. 6 Q?åÈ 194‰Ûù; •ÂÅd/yx HMWå¢AI7<å£\ 1km C160 M13
K
E. Direction in which object was first seen. (A landmark may be more useful
than a badly estimated bearing).
jQMMMMig *LL MÌ©cds.
 
F- W. (Estimated heights are unreliable).
\150 CIIU‰ÛªW ,L‰Ûªv&)m ??‰ÛÏWe•Ââ•ÂÅ .5 XW‰Ûª M‰Û÷HQ 1""‰ÛÏth ('V‰Û÷ ‰ÛÏj VM'V‰Û÷wbg
Qaww\m!3 1%? Vv‰Û÷Wx'AQ •ÂÅlm 1-\ Maom
G. Distance. (By reference to a known landmark wherever possible).
{A A&tWWVu'Nx c‰ÛÓjb‰Û÷•ÂÅz .
H. Movements. (Changes in E, F and G may be of more use than estimates of
course and speed).
M 964-‰ÛÏ3 ‰ÛªVN h. {3 . 5; cu: @493 ()1. b;~e.å¢få¢å¢;lxm
1% k.","[(u'PERCENT', u'1 %'), (u'NUMBER', u'55'), (u'NUMBER', u'\xa7'), (u'NUMBER', u'1'), (u'NUMBER', u'\xb0'), (u'NUMBER', u'\xa7'), (u'NUMBER', u'2.6'), (u'STATE_OR_PROVINCE', u'NL'), (u'NUMBER', u'1 +1'), (u'NUMBER', u""6 ``''""), (u'NUMBER', u'3 EC'), (u'STATE_OR_PROVINCE', u'Md'), (u'NUMBER', u'\\'), (u'MONEY', u'- cents'), (u'NUMBER', u'.631'), (u'PERSON', u'Lac - MLMAW'), (u'STATE_OR_PROVINCE', u'AL'), (u'TIME', u'10:16'), (u'NUMBER', u'3 # 14'), (u'NUMBER', u'\\'), (u'NUMBER', u'6'), (u'NUMBER', u'194'), (u'MONEY', u'HMW cents'), (u'MONEY', u'# \\ 1'), (u'MISC', u'E. Direction'), (u'ORDINAL', u'first'), (u'NUMBER', u'150'), (u'ORGANIZATION', u""L'""), (u'NUMBER', u'.5'), (u'NUMBER', u'1'), (u'PERCENT', u'3 1 %'), (u'NUMBER', u'1'), (u'NUMBER', u'\\'), (u'NUMBER', u'964'), (u'NUMBER', u'3'), (u'NUMBER', u'3'), (u'NUMBER', u'5'), (u'NUMBER', u'493'), (u'NUMBER', u'1'), (u'MONEY', u'~ e. cents f cents cents'), (u'PERCENT', u'1 %')]"
DEFE-24-1923_178,"Neasden, Neasden Close, Willesden, London Borough of Brent, London, Greater London, England, NW10 1PH, UK",51.5542865,-0.250602413,,"1""‰ÛÏ!1'} ' v
REPORT OF AN UNIDENTIFIED FLYING OBJECT
62!
ANNEX A TO
 
 
 
 
 
 
 
 
 
 
 
A. Date, Time & 17 Mar 85 1935 hrs
Duration of Sighting 10 minute intervals.
B. Description of Object Banana shape,like Welsh
(No of objects, size, light. Bright, mixture c
shape, colour, brightness) colours.
C. Exact Position of Observer 5rd Floor of Block of Flaf
Location. indoor/outdoor, Indoors. Sitting down and
stationary/moving Standing up. I
D. How Observed (naked eye, Binoculars
binoculars, other optical
device, still or movie)
E. Direction in which object Hovering above Wembley
first seen (A landmark may Stadium, and in the area.
be more useful than a badly around Wembley.
estimated bearing)
F. Angle of Sight (Estimated Thrugh clouds at about
heights are unreliable) 2000 to 5000 ft.
G. Distance (By reference to a~ About 2 miles from
known landmark) Neasden.
H. Movements (Changes in E, F 8: G Hovering away and back
may be of more use than again in area at E.
estimates of course and speed)
J. Met Conditions during Observations Some moving clouds, but
(Moving clouds, haze, mist etc) mostly clear.
K. Nearby Objects (Telephone lines, Wembley Stadium, but
high voltage lines, reservoir, lake floodlights were not on.
or dam, swamp or marsh, river,
high buildings, tall chimneys, '
steeples, spires, TV or radio masts,
airfields, generating plant,
factories, pits or other sites with
floodlights or night lighting)
 
 
 
‰ÛÏWU.‰Ûù
 
S.
1""‰ÛÏ!1","[(u'NUMBER', u'1'), (u'NUMBER', u'1'), (u'NUMBER', u'62'), (u'DATE', u'17 Mar 85 1935 hrs'), (u'DURATION', u'10 minute'), (u'NATIONALITY', u'Welsh'), (u'MISC', u'E. Direction'), (u'CITY', u'Wembley first'), (u'CITY', u'Wembley'), (u'DATE', u'2000'), (u'NUMBER', u'5000'), (u'NUMBER', u'2'), (u'LOCATION', u'Neasden'), (u'NUMBER', u'8'), (u'CITY', u'Wembley Stadium'), (u'TITLE', u'river'), (u'TIME', u'night'), (u'NUMBER', u'1'), (u'NUMBER', u'1')]"
DEFE-24-1923_86,,,,,"a 5.23.3.5 ex; 5.33.: E
 
 
 
 
 
 
 
EL.","[(u'NUMBER', u'5.23.3.5'), (u'NUMBER', u'5.33')]"
DEFE-24-1923_92,,,,,"x?å_å_3&5å_4 ,321 5 ,MÌ©viaudw
46m DiNo vo%m .03 a 16% gÌ©w
‰Û÷3 gaixqglzjo .•Ââ 1): J5 Sw•Ââm
9: dengbjm‰Û÷y M/xuÌ©hlag 402/26
.7 .5ng13 $35.4} åÇ32.23
{43.2 •Ââu MJO ‰Û÷rjabw M333
\_M$\m (*4 g•Ââg (o roÌ©l•ÂÅwÌ©
l. 2 f (.303 . C012. )0
.Ì©uwhs ..å_).<q Q J.VÌ©Ì©uf wavy
w .2. A åÇw J .7 r3
pm): \q) \. (20%;); i S [\{NLID 5
w: T5138 w? 4: åÇ321.2,
•Ââu (5.j (g rcNAUsOS) Lg (W47) )0
5.4%.. -;.Ì©•ÂÅ . 35 333%
33å¢ 4%? .5 :53åÈ. •Ââ 3
g 3% 1., Q5
$$F,å_ a åÇ#40235. n. g bf)‰Ûù
x?å_å_3","[(u'NUMBER', u'\xa7 3'), (u'NUMBER', u'5 \xa7 4 ,321 5'), (u'NUMBER', u'46m'), (u'PERCENT', u'vo %'), (u'NUMBER', u'.03'), (u'PERCENT', u'16 %'), (u'NUMBER', u'3'), (u'NUMBER', u'1'), (u'NUMBER', u'9'), (u'NUMBER', u'402/26 .7 .5'), (u'MONEY', u'$ 35.4'), (u'NUMBER', u'32.23'), (u'NUMBER', u'43.2'), (u'NUMBER', u'\\ _ M$ \\'), (u'NUMBER', u'4'), (u'NUMBER', u'2'), (u'NUMBER', u'.303'), (u'NUMBER', u'0'), (u'NUMBER', u'q'), (u'NUMBER', u'.2'), (u'NUMBER', u'.7'), (u'NUMBER', u'\\'), (u'PERCENT', u'20 %'), (u'NUMBER', u'\\'), (u'NUMBER', u'5'), (u'NUMBER', u'4'), (u'NUMBER', u'321.2'), (u'NUMBER', u'5'), (u'PERCENT', u'0 5.4 %'), (u'PERCENT', u'35 333 % 33 cents 4 %'), (u'NUMBER', u'.5'), (u'NUMBER', u'53'), (u'NUMBER', u'3'), (u'PERCENT', u'3 % 1'), (u'MONEY', u'$ $ F'), (u'MONEY', u'# 40235'), (u'NUMBER', u'\xa7 3')]"
DEFE-24-1923_144,"Hawthorn Close, Salisbury, Wiltshire, South West England, England, SP2 7EQ, UK",51.0731851,-1.8071257,,"Tag: WEE? Cposas H T ""ME ""HAM? Ur: 7m:
//UCå£'D::‰Û÷7UT
 
7522/1! dly/mmtÌ©
y ,,
67/???) gilt 122.4an?
HEADOUAHTERS PROVUST AND SECURITY SERVICES
Royal Air Force (Uni•ÂÅed ngdom)
Rudloe Manor mums COMPLAINTS a. cusrous ston mom
Hawthorn
Wiltshire
SN13 0P0 Telephone Hawmmn -
Tag:","[(u'STATE_OR_PROVINCE', u'ME'), (u'NUMBER', u'7522/1'), (u'NUMBER', u'67'), (u'NUMBER', u'???'), (u'NUMBER', u'122.4'), (u'ORGANIZATION', u'SECURITY SERVICES Royal Air Force'), (u'ORGANIZATION', u'Hawthorn Wiltshire')]"
